統計年月,區域別,姓氏,性別,人口數
10706,高雄市永安區,鄭,男,122
10706,高雄市永安區,鄭,女,152
10706,高雄市永安區,葉,男,118
10706,高雄市永安區,葉,女,113
10706,高雄市永安區,洪,男,101
10706,高雄市永安區,洪,女,125
10706,高雄市永安區,戴,男,117
10706,高雄市永安區,戴,女,109
10706,高雄市永安區,楊,男,80
10706,高雄市永安區,楊,女,121
10706,高雄市彌陀區,吳,男,1144
10706,高雄市彌陀區,吳,女,905
10706,高雄市彌陀區,張,男,968
10706,高雄市彌陀區,張,女,780
10706,高雄市彌陀區,陳,男,825
10706,高雄市彌陀區,陳,女,826
10706,高雄市彌陀區,林,男,849
10706,高雄市彌陀區,林,女,761
10706,高雄市彌陀區,李,男,745
10706,高雄市彌陀區,李,女,647
10706,高雄市彌陀區,蔡,男,644
10706,高雄市彌陀區,蔡,女,587
10706,高雄市彌陀區,黃,男,465
10706,高雄市彌陀區,黃,女,488
10706,高雄市彌陀區,孫,男,526
10706,高雄市彌陀區,孫,女,402
10706,高雄市彌陀區,莊,男,330
10706,高雄市彌陀區,莊,女,277
10706,高雄市彌陀區,劉,男,283
10706,高雄市彌陀區,劉,女,266
10706,高雄市彌陀區,王,男,251
10706,高雄市彌陀區,王,女,282
10706,高雄市彌陀區,江,男,281
10706,高雄市彌陀區,江,女,218
10706,高雄市彌陀區,謝,男,262
10706,高雄市彌陀區,謝,女,237
10706,高雄市彌陀區,蘇,男,196
10706,高雄市彌陀區,蘇,女,203
10706,高雄市彌陀區,宋,男,209
10706,高雄市彌陀區,宋,女,167
10706,高雄市彌陀區,葉,男,207
10706,高雄市彌陀區,葉,女,160
10706,高雄市彌陀區,許,男,160
10706,高雄市彌陀區,許,女,176
10706,高雄市彌陀區,郭,男,125
10706,高雄市彌陀區,郭,女,148
10706,高雄市彌陀區,楊,男,116
10706,高雄市彌陀區,楊,女,142
10706,高雄市彌陀區,鄭,男,112
10706,高雄市彌陀區,鄭,女,112
10706,高雄市梓官區,蔡,男,2279
10706,高雄市梓官區,蔡,女,1873
10706,高雄市梓官區,陳,男,1345
10706,高雄市梓官區,陳,女,1387
10706,高雄市梓官區,黃,男,1393
10706,高雄市梓官區,黃,女,1331
10706,高雄市梓官區,曾,男,1152
10706,高雄市梓官區,曾,女,948
10706,高雄市梓官區,林,男,1027
10706,高雄市梓官區,林,女,1003
10706,高雄市梓官區,李,男,904
10706,高雄市梓官區,李,女,930
10706,高雄市梓官區,王,男,951
10706,高雄市梓官區,王,女,853
10706,高雄市梓官區,劉,男,824
10706,高雄市梓官區,劉,女,682
10706,高雄市梓官區,郭,男,776
10706,高雄市梓官區,郭,女,623
10706,高雄市梓官區,吳,男,646
10706,高雄市梓官區,吳,女,664
10706,高雄市梓官區,楊,男,624
10706,高雄市梓官區,楊,女,571
10706,高雄市梓官區,張,男,578
10706,高雄市梓官區,張,女,600
10706,高雄市梓官區,蔣,男,624
10706,高雄市梓官區,蔣,女,423
10706,高雄市梓官區,蘇,男,433
10706,高雄市梓官區,蘇,女,337
10706,高雄市梓官區,許,男,330
10706,高雄市梓官區,許,女,318
10706,高雄市梓官區,歐,男,338
10706,高雄市梓官區,歐,女,261
10706,高雄市梓官區,洪,男,266
10706,高雄市梓官區,洪,女,252
10706,高雄市梓官區,鄭,男,215
10706,高雄市梓官區,鄭,女,226
10706,高雄市梓官區,盧,男,228
10706,高雄市梓官區,盧,女,193
10706,高雄市梓官區,何,男,176
10706,高雄市梓官區,何,女,158
10706,高雄市旗山區,陳,男,2293
10706,高雄市旗山區,陳,女,2089
10706,高雄市旗山區,林,男,1781
10706,高雄市旗山區,林,女,1626
10706,高雄市旗山區,黃,男,1186
10706,高雄市旗山區,黃,女,1101
10706,高雄市旗山區,張,男,1014
10706,高雄市旗山區,張,女,948
10706,高雄市旗山區,郭,男,964
10706,高雄市旗山區,郭,女,790
10706,高雄市旗山區,李,男,902
10706,高雄市旗山區,李,女,847
10706,高雄市旗山區,劉,男,680
10706,高雄市旗山區,劉,女,648
10706,高雄市旗山區,王,男,579
10706,高雄市旗山區,王,女,530
10706,高雄市旗山區,柯,男,613
10706,高雄市旗山區,柯,女,480
10706,高雄市旗山區,吳,男,445
10706,高雄市旗山區,吳,女,501
10706,高雄市旗山區,楊,男,473
10706,高雄市旗山區,楊,女,394
10706,高雄市旗山區,鄭,男,434
10706,高雄市旗山區,鄭,女,401
10706,高雄市旗山區,呂,男,473
10706,高雄市旗山區,呂,女,356
10706,高雄市旗山區,蔡,男,370
10706,高雄市旗山區,蔡,女,398
10706,高雄市旗山區,洪,男,368
10706,高雄市旗山區,洪,女,346
10706,高雄市旗山區,許,男,275
10706,高雄市旗山區,許,女,264
10706,高雄市旗山區,鍾,男,272
10706,高雄市旗山區,鍾,女,226
10706,高雄市旗山區,曾,男,259
10706,高雄市旗山區,曾,女,227
10706,高雄市旗山區,潘,男,246
10706,高雄市旗山區,潘,女,217
10706,高雄市旗山區,謝,男,207
10706,高雄市旗山區,謝,女,223
10706,高雄市美濃區,劉,男,2374
10706,高雄市美濃區,劉,女,1846
10706,高雄市美濃區,鍾,男,1814
10706,高雄市美濃區,鍾,女,1529
10706,高雄市美濃區,林,男,1666
10706,高雄市美濃區,林,女,1500
10706,高雄市美濃區,陳,男,1562
10706,高雄市美濃區,陳,女,1511
10706,高雄市美濃區,黃,男,1586
10706,高雄市美濃區,黃,女,1391
10706,高雄市美濃區,李,男,1126
10706,高雄市美濃區,李,女,972
10706,高雄市美濃區,張,男,1103
10706,高雄市美濃區,張,女,964
10706,高雄市美濃區,吳,男,749
10706,高雄市美濃區,吳,女,698
10706,高雄市美濃區,邱,男,737
10706,高雄市美濃區,邱,女,659
10706,高雄市美濃區,楊,男,686
10706,高雄市美濃區,楊,女,582
10706,高雄市美濃區,宋,男,689
10706,高雄市美濃區,宋,女,524
10706,高雄市美濃區,曾,男,646
10706,高雄市美濃區,曾,女,549
10706,高雄市美濃區,蕭,男,590
10706,高雄市美濃區,蕭,女,456
10706,高雄市美濃區,傅,男,587
10706,高雄市美濃區,傅,女,437
10706,高雄市美濃區,朱,男,423
10706,高雄市美濃區,朱,女,352
10706,高雄市美濃區,羅,男,412
10706,高雄市美濃區,羅,女,341
10706,高雄市美濃區,溫,男,388
10706,高雄市美濃區,溫,女,306
10706,高雄市美濃區,古,男,351
10706,高雄市美濃區,古,女,252
10706,高雄市美濃區,徐,男,282
10706,高雄市美濃區,徐,女,236
10706,高雄市美濃區,謝,男,217
10706,高雄市美濃區,謝,女,235
10706,高雄市六龜區,陳,男,769
10706,高雄市六龜區,陳,女,620
10706,高雄市六龜區,劉,男,520
10706,高雄市六龜區,劉,女,385
10706,高雄市六龜區,邱,男,513
10706,高雄市六龜區,邱,女,356
10706,高雄市六龜區,潘,男,459
10706,高雄市六龜區,潘,女,373
10706,高雄市六龜區,林,男,412
10706,高雄市六龜區,林,女,365
10706,高雄市六龜區,黃,男,409
10706,高雄市六龜區,黃,女,336
10706,高雄市六龜區,張,男,307
10706,高雄市六龜區,張,女,306
10706,高雄市六龜區,王,男,312
10706,高雄市六龜區,王,女,239
10706,高雄市六龜區,李,男,257
10706,高雄市六龜區,李,女,251
10706,高雄市六龜區,吳,男,196
10706,高雄市六龜區,吳,女,180
10706,高雄市六龜區,楊,男,159
10706,高雄市六龜區,楊,女,134
10706,高雄市六龜區,徐,男,144
10706,高雄市六龜區,徐,女,101
10706,高雄市六龜區,鍾,男,125
10706,高雄市六龜區,鍾,女,110
10706,高雄市六龜區,曾,男,103
10706,高雄市六龜區,曾,女,127
10706,高雄市六龜區,朱,男,136
10706,高雄市六龜區,朱,女,84
10706,高雄市六龜區,鄭,男,105
10706,高雄市六龜區,鄭,女,109
10706,高雄市六龜區,江,男,117
10706,高雄市六龜區,江,女,88
10706,高雄市六龜區,賴,男,90
10706,高雄市六龜區,賴,女,80
10706,高雄市六龜區,葉,男,80
10706,高雄市六龜區,葉,女,73
10706,高雄市六龜區,廖,男,69
10706,高雄市六龜區,廖,女,70
10706,高雄市甲仙區,陳,男,389
10706,高雄市甲仙區,陳,女,299
10706,高雄市甲仙區,劉,男,299
10706,高雄市甲仙區,劉,女,220
10706,高雄市甲仙區,林,男,272
10706,高雄市甲仙區,林,女,228
10706,高雄市甲仙區,潘,男,286
10706,高雄市甲仙區,潘,女,210
10706,高雄市甲仙區,王,男,215
10706,高雄市甲仙區,王,女,176
10706,高雄市甲仙區,張,男,121
10706,高雄市甲仙區,張,女,136
10706,高雄市甲仙區,葉,男,122
10706,高雄市甲仙區,葉,女,107
10706,高雄市甲仙區,李,男,94
10706,高雄市甲仙區,李,女,106
10706,高雄市甲仙區,黃,男,91
10706,高雄市甲仙區,黃,女,93
10706,高雄市甲仙區,江,男,94
10706,高雄市甲仙區,江,女,88
10706,高雄市甲仙區,吳,男,75
10706,高雄市甲仙區,吳,女,86
10706,高雄市甲仙區,呂,男,66
10706,高雄市甲仙區,呂,女,50
10706,高雄市甲仙區,邱,男,65
10706,高雄市甲仙區,邱,女,50
10706,高雄市甲仙區,鄭,男,60
10706,高雄市甲仙區,鄭,女,53
10706,高雄市甲仙區,楊,男,63
10706,高雄市甲仙區,楊,女,44
10706,高雄市甲仙區,曾,男,61
10706,高雄市甲仙區,曾,女,38
10706,高雄市甲仙區,簡,男,52
10706,高雄市甲仙區,簡,女,31
10706,高雄市甲仙區,蔡,男,37
10706,高雄市甲仙區,蔡,女,39
10706,高雄市甲仙區,周,男,31
10706,高雄市甲仙區,周,女,39
10706,高雄市甲仙區,許,男,30
10706,高雄市甲仙區,許,女,40
10706,高雄市杉林區,陳,男,692
10706,高雄市杉林區,陳,女,587
10706,高雄市杉林區,張,男,568
10706,高雄市杉林區,張,女,401
10706,高雄市杉林區,林,男,457
10706,高雄市杉林區,林,女,434
10706,高雄市杉林區,黃,男,434
10706,高雄市杉林區,黃,女,328
10706,高雄市杉林區,劉,男,414
10706,高雄市杉林區,劉,女,298
10706,高雄市杉林區,潘,男,351
10706,高雄市杉林區,潘,女,256
10706,高雄市杉林區,鍾,男,338
10706,高雄市杉林區,鍾,女,247
10706,高雄市杉林區,王,男,214
10706,高雄市杉林區,王,女,201
10706,高雄市杉林區,李,男,197
10706,高雄市杉林區,李,女,188
10706,高雄市杉林區,邱,男,203
10706,高雄市杉林區,邱,女,165
10706,高雄市杉林區,吳,男,193
10706,高雄市杉林區,吳,女,169
10706,高雄市杉林區,曾,男,141
10706,高雄市杉林區,曾,女,131
10706,高雄市杉林區,江,男,142
10706,高雄市杉林區,江,女,74
10706,高雄市杉林區,朱,男,117
10706,高雄市杉林區,朱,女,97
10706,高雄市杉林區,廖,男,119
10706,高雄市杉林區,廖,女,73
10706,高雄市杉林區,謝,男,102
10706,高雄市杉林區,謝,女,79
10706,高雄市杉林區,楊,男,85
10706,高雄市杉林區,楊,女,80
10706,高雄市杉林區,洪,男,79
10706,高雄市杉林區,洪,女,75
10706,高雄市杉林區,葉,男,84
10706,高雄市杉林區,葉,女,57
10706,高雄市杉林區,何,男,81
10706,高雄市杉林區,何,女,59
10706,高雄市內門區,陳,男,877
10706,高雄市內門區,陳,女,757
10706,高雄市內門區,林,男,837
10706,高雄市內門區,林,女,658
10706,高雄市內門區,李,男,528
10706,高雄市內門區,李,女,435
10706,高雄市內門區,洪,男,455
10706,高雄市內門區,洪,女,327
10706,高雄市內門區,黃,男,344
10706,高雄市內門區,黃,女,324
10706,高雄市內門區,劉,男,261
10706,高雄市內門區,劉,女,223
10706,高雄市內門區,郭,男,260
10706,高雄市內門區,郭,女,193
10706,高雄市內門區,張,男,201
10706,高雄市內門區,張,女,223
10706,高雄市內門區,卓,男,221
10706,高雄市內門區,卓,女,187
10706,高雄市內門區,鄭,男,218
10706,高雄市內門區,鄭,女,177
10706,高雄市內門區,王,男,211
10706,高雄市內門區,王,女,172
10706,高雄市內門區,謝,男,213
10706,高雄市內門區,謝,女,163
10706,高雄市內門區,蕭,男,192
10706,高雄市內門區,蕭,女,165
10706,高雄市內門區,力,男,179
10706,高雄市內門區,力,女,112
10706,高雄市內門區,龔,男,162
10706,高雄市內門區,龔,女,115
10706,高雄市內門區,吳,男,125
10706,高雄市內門區,吳,女,123
10706,高雄市內門區,蔡,男,125
10706,高雄市內門區,蔡,女,119
10706,高雄市內門區,余,男,131
10706,高雄市內門區,余,女,100
10706,高雄市內門區,戴,男,142
10706,高雄市內門區,戴,女,84
10706,高雄市內門區,潘,男,129
10706,高雄市內門區,潘,女,96
10706,高雄市茂林區,陳,男,70
10706,高雄市茂林區,陳,女,70
10706,高雄市茂林區,林,男,37
10706,高雄市茂林區,林,女,43
10706,高雄市茂林區,王,男,31
10706,高雄市茂林區,王,女,28
10706,高雄市茂林區,盧,男,26
10706,高雄市茂林區,盧,女,31
10706,高雄市茂林區,蔡,男,32
10706,高雄市茂林區,蔡,女,24
10706,高雄市茂林區,羅,男,25
10706,高雄市茂林區,羅,女,30
10706,高雄市茂林區,江,男,31
10706,高雄市茂林區,江,女,24
10706,高雄市茂林區,魏,男,31
10706,高雄市茂林區,魏,女,19
10706,高雄市茂林區,武,男,25
10706,高雄市茂林區,武,女,24
10706,高雄市茂林區,金,男,23
10706,高雄市茂林區,金,女,23
10706,高雄市茂林區,藍,男,20
10706,高雄市茂林區,藍,女,24
10706,高雄市茂林區,張,男,15
10706,高雄市茂林區,張,女,26
10706,高雄市茂林區,黃,男,21
10706,高雄市茂林區,黃,女,19
10706,高雄市茂林區,謝,男,17
10706,高雄市茂林區,謝,女,22
10706,高雄市茂林區,吳,男,24
10706,高雄市茂林區,吳,女,14
10706,高雄市茂林區,孫,男,17
10706,高雄市茂林區,孫,女,19
10706,高雄市茂林區,鄭,男,19
10706,高雄市茂林區,鄭,女,15
10706,高雄市茂林區,田,男,16
10706,高雄市茂林區,田,女,17
10706,高雄市茂林區,潘,男,13
10706,高雄市茂林區,潘,女,20
10706,高雄市茂林區,李,男,12
10706,高雄市茂林區,李,女,21
10706,高雄市桃源區,陳,男,263
10706,高雄市桃源區,陳,女,198
10706,高雄市桃源區,謝,男,242
10706,高雄市桃源區,謝,女,184
10706,高雄市桃源區,高,男,223
10706,高雄市桃源區,高,女,154
10706,高雄市桃源區,顏,男,195
10706,高雄市桃源區,顏,女,175
10706,高雄市桃源區,林,男,116
10706,高雄市桃源區,林,女,110
10706,高雄市桃源區,吳,男,113
10706,高雄市桃源區,吳,女,107
10706,高雄市桃源區,杜,男,102
10706,高雄市桃源區,杜,女,103
10706,高雄市桃源區,曾,男,107
10706,高雄市桃源區,曾,女,79
10706,高雄市桃源區,張,男,86
10706,高雄市桃源區,張,女,93
10706,高雄市桃源區,江,男,81
10706,高雄市桃源區,江,女,69
10706,高雄市桃源區,王,男,77
10706,高雄市桃源區,王,女,54
10706,高雄市桃源區,柯,男,70
10706,高雄市桃源區,柯,女,55
10706,高雄市桃源區,洪,男,52
10706,高雄市桃源區,洪,女,45
10706,高雄市桃源區,黃,男,48
10706,高雄市桃源區,黃,女,43
10706,高雄市桃源區,余,男,33
10706,高雄市桃源區,余,女,31
10706,高雄市桃源區,賴,男,32
10706,高雄市桃源區,賴,女,26
10706,高雄市桃源區,劉,男,23
10706,高雄市桃源區,劉,女,29
10706,高雄市桃源區,李,男,21
10706,高雄市桃源區,李,女,24
10706,高雄市桃源區,田,男,21
10706,高雄市桃源區,田,女,20
10706,高雄市桃源區,潘,男,16
10706,高雄市桃源區,潘,女,22
10706,高雄市那瑪夏區,林,男,203
10706,高雄市那瑪夏區,林,女,203
10706,高雄市那瑪夏區,李,男,136
10706,高雄市那瑪夏區,李,女,141
10706,高雄市那瑪夏區,周,男,65
10706,高雄市那瑪夏區,周,女,72
10706,高雄市那瑪夏區,孫,男,72
10706,高雄市那瑪夏區,孫,女,56
10706,高雄市那瑪夏區,劉,男,59
10706,高雄市那瑪夏區,劉,女,56
10706,高雄市那瑪夏區,陳,男,61
10706,高雄市那瑪夏區,陳,女,46
10706,高雄市那瑪夏區,張,男,53
10706,高雄市那瑪夏區,張,女,53
10706,高雄市那瑪夏區,許,男,55
10706,高雄市那瑪夏區,許,女,49
10706,高雄市那瑪夏區,柯,男,51
10706,高雄市那瑪夏區,柯,女,50
10706,高雄市那瑪夏區,謝,男,41
10706,高雄市那瑪夏區,謝,女,53
10706,高雄市那瑪夏區,顏,男,46
10706,高雄市那瑪夏區,顏,女,38
10706,高雄市那瑪夏區,朱,男,47
10706,高雄市那瑪夏區,朱,女,33
10706,高雄市那瑪夏區,盧,男,41
10706,高雄市那瑪夏區,盧,女,38
10706,高雄市那瑪夏區,江,男,37
10706,高雄市那瑪夏區,江,女,40
10706,高雄市那瑪夏區,楊,男,38
10706,高雄市那瑪夏區,楊,女,38
10706,高雄市那瑪夏區,曾,男,37
10706,高雄市那瑪夏區,曾,女,35
10706,高雄市那瑪夏區,王,男,37
10706,高雄市那瑪夏區,王,女,29
10706,高雄市那瑪夏區,潘,男,32
10706,高雄市那瑪夏區,潘,女,30
10706,高雄市那瑪夏區,翁,男,34
10706,高雄市那瑪夏區,翁,女,24
10706,高雄市那瑪夏區,徐,男,24
10706,高雄市那瑪夏區,徐,女,34
10706,宜蘭縣宜蘭市,林,男,7658
10706,宜蘭縣宜蘭市,林,女,7518
10706,宜蘭縣宜蘭市,陳,男,4829
10706,宜蘭縣宜蘭市,陳,女,5276
10706,宜蘭縣宜蘭市,李,男,3191
10706,宜蘭縣宜蘭市,李,女,3270
10706,宜蘭縣宜蘭市,吳,男,3036
10706,宜蘭縣宜蘭市,吳,女,2989
10706,宜蘭縣宜蘭市,黃,男,2830
10706,宜蘭縣宜蘭市,黃,女,3017
10706,宜蘭縣宜蘭市,張,男,2449
10706,宜蘭縣宜蘭市,張,女,2545
10706,宜蘭縣宜蘭市,游,男,1616
10706,宜蘭縣宜蘭市,游,女,1516
10706,宜蘭縣宜蘭市,楊,男,1295
10706,宜蘭縣宜蘭市,楊,女,1340
10706,宜蘭縣宜蘭市,王,男,1198
10706,宜蘭縣宜蘭市,王,女,1250
10706,宜蘭縣宜蘭市,許,男,957
10706,宜蘭縣宜蘭市,許,女,953
10706,宜蘭縣宜蘭市,劉,男,879
10706,宜蘭縣宜蘭市,劉,女,948
10706,宜蘭縣宜蘭市,簡,男,720
10706,宜蘭縣宜蘭市,簡,女,799
10706,宜蘭縣宜蘭市,鄭,男,647
10706,宜蘭縣宜蘭市,鄭,女,766
10706,宜蘭縣宜蘭市,賴,男,650
10706,宜蘭縣宜蘭市,賴,女,718
10706,宜蘭縣宜蘭市,謝,男,661
10706,宜蘭縣宜蘭市,謝,女,705
10706,宜蘭縣宜蘭市,蔡,男,621
10706,宜蘭縣宜蘭市,蔡,女,703
10706,宜蘭縣宜蘭市,羅,男,570
10706,宜蘭縣宜蘭市,羅,女,549
10706,宜蘭縣宜蘭市,曾,男,515
10706,宜蘭縣宜蘭市,曾,女,596
10706,宜蘭縣宜蘭市,莊,男,513
10706,宜蘭縣宜蘭市,莊,女,585
10706,宜蘭縣宜蘭市,江,男,545
10706,宜蘭縣宜蘭市,江,女,551
10706,宜蘭縣羅東鎮,林,男,5174
10706,宜蘭縣羅東鎮,林,女,5567
10706,宜蘭縣羅東鎮,陳,男,4092
10706,宜蘭縣羅東鎮,陳,女,4432
10706,宜蘭縣羅東鎮,張,男,2190
10706,宜蘭縣羅東鎮,張,女,2412
10706,宜蘭縣羅東鎮,黃,男,2148
10706,宜蘭縣羅東鎮,黃,女,2435
10706,宜蘭縣羅東鎮,李,男,2003
10706,宜蘭縣羅東鎮,李,女,2233
10706,宜蘭縣羅東鎮,吳,男,1536
10706,宜蘭縣羅東鎮,吳,女,1613
10706,宜蘭縣羅東鎮,游,男,1460
10706,宜蘭縣羅東鎮,游,女,1478
10706,宜蘭縣羅東鎮,楊,男,823
10706,宜蘭縣羅東鎮,楊,女,1004
10706,宜蘭縣羅東鎮,劉,男,813
10706,宜蘭縣羅東鎮,劉,女,850
10706,宜蘭縣羅東鎮,王,男,774
10706,宜蘭縣羅東鎮,王,女,885
10706,宜蘭縣羅東鎮,賴,男,764
10706,宜蘭縣羅東鎮,賴,女,808
10706,宜蘭縣羅東鎮,簡,男,671
10706,宜蘭縣羅東鎮,簡,女,761
10706,宜蘭縣羅東鎮,邱,男,674
10706,宜蘭縣羅東鎮,邱,女,732
10706,宜蘭縣羅東鎮,蔡,男,593
10706,宜蘭縣羅東鎮,蔡,女,742
10706,宜蘭縣羅東鎮,謝,男,552
10706,宜蘭縣羅東鎮,謝,女,613
10706,宜蘭縣羅東鎮,許,男,485
10706,宜蘭縣羅東鎮,許,女,631
10706,宜蘭縣羅東鎮,江,男,476
10706,宜蘭縣羅東鎮,江,女,517
10706,宜蘭縣羅東鎮,廖,男,427
10706,宜蘭縣羅東鎮,廖,女,473
10706,宜蘭縣羅東鎮,曾,男,420
10706,宜蘭縣羅東鎮,曾,女,465
10706,宜蘭縣羅東鎮,鄭,男,364
10706,宜蘭縣羅東鎮,鄭,女,497
10706,宜蘭縣蘇澳鎮,林,男,3249
10706,宜蘭縣蘇澳鎮,林,女,2991
10706,宜蘭縣蘇澳鎮,陳,男,3143
10706,宜蘭縣蘇澳鎮,陳,女,2834
10706,宜蘭縣蘇澳鎮,張,男,1333
10706,宜蘭縣蘇澳鎮,張,女,1229
10706,宜蘭縣蘇澳鎮,李,男,1219
10706,宜蘭縣蘇澳鎮,李,女,1253
10706,宜蘭縣蘇澳鎮,黃,男,1057
10706,宜蘭縣蘇澳鎮,黃,女,1063
10706,宜蘭縣蘇澳鎮,吳,男,836
10706,宜蘭縣蘇澳鎮,吳,女,789
10706,宜蘭縣蘇澳鎮,王,男,644
10706,宜蘭縣蘇澳鎮,王,女,623
10706,宜蘭縣蘇澳鎮,劉,男,551
10706,宜蘭縣蘇澳鎮,劉,女,530
10706,宜蘭縣蘇澳鎮,游,男,545
10706,宜蘭縣蘇澳鎮,游,女,504
10706,宜蘭縣蘇澳鎮,許,男,511
10706,宜蘭縣蘇澳鎮,許,女,447
10706,宜蘭縣蘇澳鎮,楊,男,469
10706,宜蘭縣蘇澳鎮,楊,女,457
10706,宜蘭縣蘇澳鎮,賴,男,435
10706,宜蘭縣蘇澳鎮,賴,女,354
10706,宜蘭縣蘇澳鎮,邱,男,319
10706,宜蘭縣蘇澳鎮,邱,女,334
10706,宜蘭縣蘇澳鎮,蔡,男,271
10706,宜蘭縣蘇澳鎮,蔡,女,296
10706,宜蘭縣蘇澳鎮,洪,男,291
10706,宜蘭縣蘇澳鎮,洪,女,252
10706,宜蘭縣蘇澳鎮,簡,男,263
10706,宜蘭縣蘇澳鎮,簡,女,242
10706,宜蘭縣蘇澳鎮,曾,男,250
10706,宜蘭縣蘇澳鎮,曾,女,246
10706,宜蘭縣蘇澳鎮,莊,男,255
10706,宜蘭縣蘇澳鎮,莊,女,235
10706,宜蘭縣蘇澳鎮,潘,男,198
10706,宜蘭縣蘇澳鎮,潘,女,175
10706,宜蘭縣蘇澳鎮,鄭,男,160
10706,宜蘭縣蘇澳鎮,鄭,女,209
10706,宜蘭縣頭城鎮,林,男,2841
10706,宜蘭縣頭城鎮,林,女,2470
10706,宜蘭縣頭城鎮,陳,男,1562
10706,宜蘭縣頭城鎮,陳,女,1588
10706,宜蘭縣頭城鎮,吳,男,1533
10706,宜蘭縣頭城鎮,吳,女,1330
10706,宜蘭縣頭城鎮,黃,男,906
10706,宜蘭縣頭城鎮,黃,女,834
10706,宜蘭縣頭城鎮,李,男,860
10706,宜蘭縣頭城鎮,李,女,844
10706,宜蘭縣頭城鎮,張,男,587
10706,宜蘭縣頭城鎮,張,女,573
10706,宜蘭縣頭城鎮,王,男,457
10706,宜蘭縣頭城鎮,王,女,418
10706,宜蘭縣頭城鎮,莊,男,388
10706,宜蘭縣頭城鎮,莊,女,340
10706,宜蘭縣頭城鎮,楊,男,384
10706,宜蘭縣頭城鎮,楊,女,335
10706,宜蘭縣頭城鎮,簡,男,350
10706,宜蘭縣頭城鎮,簡,女,294
10706,宜蘭縣頭城鎮,蔡,男,325
10706,宜蘭縣頭城鎮,蔡,女,288
10706,宜蘭縣頭城鎮,劉,男,284
10706,宜蘭縣頭城鎮,劉,女,300
10706,宜蘭縣頭城鎮,游,男,230
10706,宜蘭縣頭城鎮,游,女,252
10706,宜蘭縣頭城鎮,賴,男,219
10706,宜蘭縣頭城鎮,賴,女,229
10706,宜蘭縣頭城鎮,沈,男,251
10706,宜蘭縣頭城鎮,沈,女,178
10706,宜蘭縣頭城鎮,鄭,男,210
10706,宜蘭縣頭城鎮,鄭,女,192
10706,宜蘭縣頭城鎮,蕭,男,198
10706,宜蘭縣頭城鎮,蕭,女,154
10706,宜蘭縣頭城鎮,邱,男,165
10706,宜蘭縣頭城鎮,邱,女,153
10706,宜蘭縣頭城鎮,康,男,146
10706,宜蘭縣頭城鎮,康,女,145
10706,宜蘭縣頭城鎮,謝,男,155
10706,宜蘭縣頭城鎮,謝,女,130
10706,宜蘭縣礁溪鄉,林,男,3534
10706,宜蘭縣礁溪鄉,林,女,3027
10706,宜蘭縣礁溪鄉,吳,男,2411
10706,宜蘭縣礁溪鄉,吳,女,1891
10706,宜蘭縣礁溪鄉,陳,男,1240
10706,宜蘭縣礁溪鄉,陳,女,1317
10706,宜蘭縣礁溪鄉,黃,男,1217
10706,宜蘭縣礁溪鄉,黃,女,1118
10706,宜蘭縣礁溪鄉,李,男,1163
10706,宜蘭縣礁溪鄉,李,女,1114
10706,宜蘭縣礁溪鄉,游,男,1214
10706,宜蘭縣礁溪鄉,游,女,925
10706,宜蘭縣礁溪鄉,張,男,680
10706,宜蘭縣礁溪鄉,張,女,671
10706,宜蘭縣礁溪鄉,賴,男,527
10706,宜蘭縣礁溪鄉,賴,女,372
10706,宜蘭縣礁溪鄉,王,男,346
10706,宜蘭縣礁溪鄉,王,女,372
10706,宜蘭縣礁溪鄉,楊,男,336
10706,宜蘭縣礁溪鄉,楊,女,353
10706,宜蘭縣礁溪鄉,謝,男,336
10706,宜蘭縣礁溪鄉,謝,女,283
10706,宜蘭縣礁溪鄉,莊,男,320
10706,宜蘭縣礁溪鄉,莊,女,262
10706,宜蘭縣礁溪鄉,蔡,男,256
10706,宜蘭縣礁溪鄉,蔡,女,254
10706,宜蘭縣礁溪鄉,許,男,243
10706,宜蘭縣礁溪鄉,許,女,227
10706,宜蘭縣礁溪鄉,簡,男,233
10706,宜蘭縣礁溪鄉,簡,女,230
10706,宜蘭縣礁溪鄉,高,男,264
10706,宜蘭縣礁溪鄉,高,女,187
10706,宜蘭縣礁溪鄉,劉,男,184
10706,宜蘭縣礁溪鄉,劉,女,238
10706,宜蘭縣礁溪鄉,藍,男,220
10706,宜蘭縣礁溪鄉,藍,女,180
10706,宜蘭縣礁溪鄉,鄭,男,184
10706,宜蘭縣礁溪鄉,鄭,女,176
10706,宜蘭縣礁溪鄉,胡,男,178
10706,宜蘭縣礁溪鄉,胡,女,143
10706,宜蘭縣壯圍鄉,林,男,2662
10706,宜蘭縣壯圍鄉,林,女,2067
10706,宜蘭縣壯圍鄉,陳,男,1720
10706,宜蘭縣壯圍鄉,陳,女,1457
10706,宜蘭縣壯圍鄉,李,男,1089
10706,宜蘭縣壯圍鄉,李,女,858
10706,宜蘭縣壯圍鄉,吳,男,734
10706,宜蘭縣壯圍鄉,吳,女,656
10706,宜蘭縣壯圍鄉,張,男,630
10706,宜蘭縣壯圍鄉,張,女,602
10706,宜蘭縣壯圍鄉,黃,男,589
10706,宜蘭縣壯圍鄉,黃,女,587
10706,宜蘭縣壯圍鄉,游,男,482
10706,宜蘭縣壯圍鄉,游,女,390
10706,宜蘭縣壯圍鄉,王,男,327
10706,宜蘭縣壯圍鄉,王,女,301
